,decimalLatitude,decimalLongitude,month,class,diversity,CHL,NPP,CO2,nitrate,PAR,phosphate,salinity,silicate,T,times,rate
255,40.5,-73.5,9,northw,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,46.5,6.5,9,northw,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,49.5,11.5,9,northw,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,37.5,-122.5,10,northw,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,0.5,-29.5,12,re,2,0.1296,283.5796442,411.7818604,0.18246,41.60655789,0.15988,36.12989807,2.161296667,27.34822273,2,1
260,57.5,8.5,7,northw,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,-38.5,145.5,1,southw,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,-37.5,144.5,1,southw,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,13.5,-59.5,1,re,31,0.0881,225.8341354,373.9234924,1.13826,41.44155838,0.277855,36.04055023,1.70934,27.20144653,42,1.35483871
264,-51.5,-59.5,1,southw,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,11.5,-64.5,1,re,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,19.5,121.5,1,re,2,0.1906,396.8459261,373.4084778,2.15881,25.85578631,0.23476,34.38003159,11.03974,25.89955139,3,1.5
267,25.5,-76.5,1,northw,1,0.1087,419.0535557,360.722229,0.39792,26.17263702,0.07667,36.89302063,1.00218,25.78864288,1,1
268,50.5,-4.5,1,northw,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,13.5,-59.5,2,re,65,0.1208,292.371092,382.319519,0.15688,48.38874522,0.19633,35.89720917,3.58467,27.07857323,156,2.4
270,18.5,-76.5,2,re,19,0.0979,272.0064777,384.2406311,1.7571,42.62532183,0.198884,36.01622772,1.98227,26.52807236,32,1.684210526
271,13.5,-59.5,3,re,69,0.1126,390.4158563,386.0823364,0.29897,49.9885191,0.151561429,35.73488235,2.83883,27.12405205,282,4.086956522
272,18.5,-66.5,3,re,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,22.5,-83.5,3,re,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,22.5,-81.5,3,re,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,36.5,-121.5,3,northw,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,13.5,-59.5,4,re,54,0.184,404.443416,390.6547241,0.44995,52.32038826,0.20238,35.51855087,1.82594,27.77711296,139,2.574074074
277,36.5,-5.5,4,northw,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,37.5,-122.5,4,northw,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,18.5,-66.5,5,re,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,54.5,12.5,5,northw,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,-33.5,151.5,6,southw,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,17.5,-66.5,6,re,82,0.2118,434.4154953,399.026001,1.82029,52.49217994,0.20424,36.02484512,2.98122,27.89152908,375,4.573170732
283,18.5,-67.5,6,re,53,0.144,340.6549919,402.2326965,1.09074,53.24147858,0.14264,36.04178238,2.26847,27.76475143,364,6.867924528
284,24.5,-77.5,6,northw,15,0.0912,521.8954709,410.1668396,0.686,51.47031415,0.03714,36.49806976,1.98795,27.79528236,21,1.4
285,25.5,-77.5,6,northw,3,0.0912,393.5365097,416.8705444,0.62191,52.97152024,0.10763,36.40130234,1.485476667,27.89600754,5,1.666666667
286,60.5,20.5,6,northw,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,1.5,103.5,7,re,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,25.5,-76.5,7,northw,5,0.1126,451.3888697,424.4532471,0.14692,52.75924592,0.07947,36.41927719,1.46002,29.07924271,5,1
289,54.5,10.5,7,northw,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,56.5,14.5,7,northw,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,11.5,-64.5,8,re,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,37.5,-122.5,8,northw,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,57.5,10.5,8,northw,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,66.5,-18.5,8,northp,21,0.4916,766.052662,302.1685374,0.91978,26.15731361,0.11819,34.0460701,1.79823,6.452990055,79,3.761904762
295,-36.5,148.5,9,southw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,-33.5,26.5,10,southw,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,49.5,8.5,3,northw,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,24.5,-81.5,4,northw,65,0.1087,1043.291783,395.4906006,0.24067,54.93687797,0.119233333,36.49176788,2.27972,24.41056061,206,3.169230769
299,47.5,16.5,4,northw,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,49.5,8.5,4,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,49.5,11.5,4,northw,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,49.5,8.5,6,northw,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,45.5,-69.5,7,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,58.5,13.5,7,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,37.5,-121.5,9,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,41.5,-122.5,9,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,43.5,-71.5,9,northw,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,62.5,-6.5,9,northw,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,41.5,-73.5,10,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,49.5,11.5,10,northw,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,55.5,12.5,11,northw,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,-43.5,172.5,1,southw,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,-34.5,151.5,1,southw,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,-32.5,147.5,1,southw,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,-23.5,-134.5,1,southw,12,0.0169,96.84362519,404.7781677,0.01884,54.77465921,0.1317,36.17528152,2.74998,26.90868759,16,1.333333333
316,-10.5,-53.5,1,re,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,-6.5,51.5,1,re,2,NA,359.4740683,418.8962708,0.04401,49.71154786,0.234873333,35.19970703,3.35066,28.24240685,2,1
318,24.5,-76.5,1,northw,12,0.1166,492.5119225,375.5219727,0.077766667,27.37761972,0.12402,36.93399811,1.17711,25.8451786,14,1.166666667
319,25.5,-77.5,1,northw,60,0.1599,417.8647926,373.7249451,0.186,25.32464393,0.07621,36.79572678,1.00454,24.92742729,116,1.933333333
320,-36.5,174.5,3,southw,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,25.5,-80.5,3,northw,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,32.5,-64.5,3,northw,117,0.1657,488.5206678,355.9723206,0.65828,38.80984595,0.17955,36.94495773,1.09441,20.61494255,651,5.564102564
323,40.5,14.5,3,northw,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,48.5,8.5,3,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,24.5,-77.5,4,northw,14,0.0979,594.3217961,389.8770447,0.24483,49.78855018,0.07793,36.68925858,1.2403575,25.73422813,15,1.071428571
326,25.5,-77.5,4,northw,42,0.0793,350.7030294,387.5245056,0.40467,52.11996117,0.04482,36.75641632,0.96024,25.63768768,69,1.642857143
327,25.5,-78.5,4,northw,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,25.5,-79.5,4,northw,60,0.0765,402.0405631,388.1334839,0.55019,53.03855149,0.04837,36.7150116,0.84796,25.17687607,110,1.833333333
329,40.5,14.5,4,northw,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,52.5,-1.5,4,northw,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,55.5,9.5,4,northw,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,40.5,14.5,5,northw,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,49.5,8.5,5,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,43.5,-70.5,6,northw,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,55.5,8.5,6,northw,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,-51.5,-59.5,7,southw,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,13.5,-59.5,7,re,7,0.3846,698.6823717,398.9356079,1.26829,52.33064223,0.29048,33.74166107,2.5081,27.5072155,8,1.142857143
338,45.5,14.5,7,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,48.5,-123.5,7,northw,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,50.5,-4.5,7,northw,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,54.5,12.5,7,northw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,55.5,10.5,7,northw,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,55.5,12.5,7,northw,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,57.5,11.5,7,northw,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,54.5,12.5,8,northw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,55.5,13.5,8,northw,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,57.5,12.5,8,northw,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,59.5,-151.5,8,northw,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,13.5,-59.5,9,re,14,0.1342,247.0489837,382.1410217,3.493093333,50.87449931,0.17952,33.74094772,2.28655,28.92737198,17,1.214285714
350,-10.5,105.5,10,re,2,0.144,315.6338772,384.2170105,0.24215,55.71678079,0.06423,34.32312012,2.120155,26.91253662,4,2
351,42.5,-70.5,10,northw,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,22.5,79.5,1,re,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,38.5,-122.5,1,northw,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,55.5,-1.5,1,northw,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,25.5,-77.5,2,northw,39,0.1208,410.2900509,370.4488831,0.0978125,39.87641545,0.05398,36.57046509,0.83688,24.15341949,75,1.923076923
356,37.5,-122.5,3,northw,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,49.5,11.5,5,northw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,48.5,8.5,6,northw,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,36.5,-91.5,7,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,39.5,-99.5,7,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,25.5,-77.5,8,northw,3,0.0945,303.4823023,425.0359192,0.39866,50.69669721,0.10346,36.35284042,1.34295,29.71660423,3,1
362,47.5,-70.5,8,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,44.5,-71.5,9,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,26.5,-77.5,12,northw,6,1.4088,1093.283877,395.3166504,0.4441,26.88118657,0.13136,36.62730026,1.044475,25.98936272,7,1.166666667
365,46.5,-122.5,12,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,-33.5,151.5,1,southw,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,-18.5,-140.5,1,re,6,0.024,87.73290681,399.946991,0.08456,54.18926335,0.123265,36.46284103,4.67423,28.35880852,33,5.5
368,14.5,120.5,1,re,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,17.5,-64.5,1,re,41,0.1166,258.7119269,374.190033,1.32575,40.31920367,0.32931,36.01813889,2.86224,27.05605316,256,6.243902439
370,18.5,-64.5,1,re,17,NA,317.0001191,377.6790161,1.26795,38.58878344,0.31702,36.00896072,2.42407,26.94768143,28,1.647058824
371,23.5,-82.5,1,northw,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,24.5,-77.5,1,northw,12,0.184,640.5891548,377.7390442,0.2252,27.47079912,0.1042,36.86556244,1.17024,24.88689995,13,1.083333333
373,60.5,-46.5,1,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,-33.5,137.5,1,southw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,-20.5,57.5,1,re,7,0.5657,237.4483182,383.2514038,4.22837,49.73779337,0.23131,35.30768585,5.07606,28.20773697,15,2.142857143
376,-6.5,52.5,1,re,8,0.2118,391.7798061,416.7128906,0.051,48.44075266,0.211989833,35.19928741,4.41737,28.12398148,9,1.125
377,15.5,-88.5,1,re,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,23.5,-76.5,1,northw,3,0.651,671.9063314,380.8370361,0.18304,27.62579334,0.09858,36.89915085,1.11279,25.41511154,4,1.333333333
379,23.5,-75.5,2,northw,30,0.3008,439.8477137,376.7940369,0.53592,40.00219323,0.07135,36.70948029,1.71696,25.46297836,65,2.166666667
380,23.5,-76.5,2,northw,23,0.7232,711.2660542,381.1773376,0.1698,40.44815853,0.09489,36.63087845,1.764355,24.70048714,36,1.565217391
381,24.5,-76.5,2,northw,16,0.0881,395.1323153,369.3572083,0.117695,40.30935991,0.10448,36.65860748,0.79522,25.18251801,24,1.5
382,24.5,-81.5,2,northw,16,0.2353,1245.904058,382.6253357,0.47831,41.08316203,0.14392,36.43281937,1.3872,22.11078644,26,1.625
383,26.5,-78.5,2,northw,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,26.5,-77.5,2,northw,31,1.801,1095.019951,373.916626,0.07621,37.13172691,0.06588,36.57339478,0.82355,23.72382927,110,3.548387097
385,36.5,-122.5,2,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,49.5,8.5,2,northw,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,-34.5,22.5,3,southw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,19.5,-155.5,3,re,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,25.5,-77.5,3,northw,7,0.1208,383.7449257,373.9729919,0.24647,46.57696785,0.05679,36.66919708,1.9812,24.93554878,122,17.42857143
390,26.5,-80.5,3,northw,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,41.5,-71.5,3,northw,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,41.5,-70.5,3,northw,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,14.5,120.5,4,re,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,26.5,-77.5,4,northw,5,NA,765.7723144,381.7137146,0.18262,50.9987312,0.08554,36.79039764,1.03512,24.7179451,7,1.4
395,41.5,-70.5,4,northw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,57.5,10.5,4,northw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,58.5,11.5,4,northw,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,41.5,-70.5,5,northw,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,49.5,-1.5,5,northw,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,50.5,-4.5,5,northw,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,56.5,12.5,5,northw,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,17.5,-64.5,6,re,2,0.1906,455.3981003,397.9179688,0.90953,52.31346118,0.15981,35.88718033,2.03595,27.90759468,2,1
403,57.5,10.5,6,northw,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,-17.5,-149.5,7,re,2,NA,185.9668406,359.230896,0.162875,35.92235386,0.11513,36.26705933,1.09441,27.24451637,2,1
405,47.5,-70.5,7,northw,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,53.5,7.5,7,northw,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,56.5,11.5,7,northw,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,58.5,10.5,7,northw,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,34.5,-76.5,8,northw,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,55.5,8.5,8,northw,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,65.5,18.5,8,northw,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,16.5,-24.5,9,re,34,0.1544,460.2560788,413.5843811,0.53065,48.92917977,0.17238,36.64464188,0.65948,26.30535507,79,2.323529412
413,32.5,-64.5,9,northw,29,0.0578,177.7447901,426.5979614,0.2618,43.48617604,0.064916667,36.60216141,1.4191,27.31927299,54,1.862068966
414,50.5,10.5,9,northw,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,13.5,-59.5,10,re,16,0.0821,230.9955366,388.3970337,0.73059,45.52573715,0.13218,35.01323318,2.23442,29.12140274,19,1.1875
416,13.5,-59.5,11,re,33,0.0881,200.4932491,375.6362305,0.7278725,42.00772904,0.15514,35.28395844,3.40019,28.23660088,71,2.151515152
417,18.5,-64.5,12,re,18,NA,300.9425545,386.5428162,0.42385,36.07018263,0.27338,35.07619858,2.50449,27.64228821,24,1.333333333
418,35.5,139.5,12,northw,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,36.5,-6.5,12,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,41.5,-70.5,12,northw,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,58.5,11.5,12,northw,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,65.5,18.5,12,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,22.5,-82.5,1,re,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,26.5,-78.5,4,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,42.5,-93.5,5,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,17.5,-64.5,8,re,3,0.1208,294.5669719,391.441864,0.13309,53.20324247,0.287595,35.09956741,1.919935,28.49222183,3,1
427,32.5,-64.5,8,northw,93,0.0452,187.3889281,425.7187805,0.10921,55.40919397,0.07353,36.43572235,1.32042,28.38032532,336,3.612903226
428,48.5,-122.5,8,northw,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,59.5,13.5,8,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,35.5,139.5,9,northw,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,59.5,18.5,9,northw,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,-6.5,52.5,10,re,1,0.2272,511.4721128,392.0077209,0.16894,52.5603605,0.25952,35.3555603,1.34832,27.78250504,1,1
433,41.5,-72.5,10,northw,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,50.5,10.5,10,northw,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,22.5,-73.5,12,re,34,0.0739,171.2006547,388.971344,0.38531,30.40173444,0.1692975,36.48963547,1.9764,26.83062744,62,1.823529412
436,56.5,7.5,7,northw,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,56.5,7.5,8,northw,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,35.5,-5.5,1,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,45.5,-67.5,1,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,1.5,103.5,1,re,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,9.5,124.5,1,re,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,-53.5,-70.5,2,southw,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,17.5,-64.5,2,re,30,0.144,311.9902569,380.1151428,1.92473,45.3960303,0.15514,36.4084816,1.68312,26.70583153,52,1.733333333
444,56.5,12.5,2,northw,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,-38.5,144.5,3,southw,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,17.5,-66.5,3,re,56,0.0979,261.010993,385.886261,0.29598,51.42914517,0.21282,36.26720047,2.84589,26.53603745,300,5.357142857
447,18.5,-65.5,3,re,82,0.2272,381.8054763,387.7782288,0.35426,50.54182221,0.19755,36.54740524,1.97398,26.34904671,315,3.841463415
448,18.5,-64.5,3,re,30,NA,319.3825197,379.4542236,0.54267,51.39077016,0.08054,36.52756119,2.17255,26.37400246,49,1.633333333
449,56.5,8.5,3,northw,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,18.5,-64.5,4,re,28,NA,260.2724691,386.0805664,0.14286,53.46586748,0.21781,36.35745239,5.84508,26.42398453,48,1.714285714
451,49.5,-1.5,4,northw,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,55.5,11.5,4,northw,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,56.5,10.5,4,northw,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,57.5,9.5,4,northw,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,60.5,16.5,4,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,65.5,18.5,4,northw,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,-33.5,151.5,5,southw,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,23.5,-80.5,5,northw,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,-33.5,150.5,6,southw,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,13.5,-59.5,6,re,8,0.1777,650.7462809,398.15625,1.64951,52.74729305,0.14927,33.9238205,3.10158,27.72044373,10,1.25
461,22.5,-75.5,7,re,1,NA,411.7110956,419.0664978,0.2837,57.33957947,0.26644,36.59671402,2.75377,28.69872856,1,1
462,34.5,-76.5,7,northw,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,13.5,-59.5,8,re,40,0.1906,408.2111611,402.28125,3.39923,52.16993587,0.26366,33.36201096,2.40286,28.52233315,56,1.4
464,18.5,-76.5,9,re,8,0.085,204.9484837,417.0586853,1.073668095,46.93059287,0.18366,36.07836533,3.45297,29.20611382,8,1
465,18.5,-64.5,9,re,1,NA,242.5520633,403.3262939,3.56397,48.95822838,0.26019,35.23075104,4.89388,28.93757629,1,1
466,51.5,-0.5,11,northw,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,17.5,-76.5,12,re,31,0.1208,249.8080183,391.7200317,0.2073,36.35445695,0.18073,35.53500748,3.4379,27.99550629,72,2.322580645
468,46.5,2.5,12,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,14.5,-91.5,1,re,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,50.5,10.5,5,northw,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,41.5,-86.5,7,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,41.5,-86.5,8,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,42.5,-71.5,9,northw,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,41.5,-70.5,10,northw,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,41.5,-73.5,11,northw,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,18.5,-78.5,1,re,16,0.1491,281.4560865,388.6027527,0.47549,34.10189067,0.09362,36.00220108,2.58159,26.77789688,21,1.3125
477,18.5,-77.5,1,re,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,22.5,-75.5,1,re,1,0.1087,338.2740281,375.1152344,0.43247,28.49879338,0.106243333,36.87056732,3.44001,26.10838509,1,1
479,24.5,-74.5,1,northw,1,0.0979,233.4120531,368.5860291,0.31891,27.0411197,0.06674,36.95967102,1.47942,26.42174721,1,1
480,26.5,29.5,1,northw,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,-11.5,-77.5,2,re,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,24.5,-75.5,2,northw,1,0.0793,289.7017618,369.6637878,0.1787,40.64441201,0.03198,36.77074051,0.82915,25.83201599,1,1
483,33.5,-118.5,2,northw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,-9.5,-78.5,3,re,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,24.5,-75.5,3,northw,2,0.0642,286.3424532,382.7271729,0.39447,47.52346442,0.03589,36.79999924,1.40986,26.179142,2,1
486,34.5,-76.5,3,northw,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,26.5,29.5,4,northw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,41.5,-69.5,4,northw,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,50.5,-1.5,4,northw,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,34.5,-76.5,5,northw,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,-17.5,146.5,6,re,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,-13.5,-76.5,6,re,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,55.5,9.5,6,northw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,34.5,-77.5,7,northw,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,41.5,-69.5,7,northw,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,49.5,-1.5,7,northw,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,65.5,18.5,7,northw,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
